,Code,Code6,CommonName,GenusSpecies
1989,GCSP,ZONATR,Golden-crowned Sparrow,Zonotrichia atricapilla
1990,HASP,ZONQUE,Harris's Sparrow,Zonotrichia querula
1991,WTSP,ZONALB,White-throated Sparrow,Zonotrichia albicollis
1992,ZSHY,ZONHYB,Zonotrichia Sparrow Hybrid,Zonotrichia hybrid
1993,BESP,ARTBEL,Bell's Sparrow,Artemisiospiza belli
1994,USSP,ARTNEB,Unidentified Sage Sparrow,Artemisiospiza nevadensis/belli
1995,SABS,ARTNEV,Sagebrush Sparrow,Artemisiospiza nevadensis
1996,SCBS,ARTBEC,San Clemente Bell's Sparrow,Artemisiospiza belli clementeae
1997,SSPA,ORISUP,Striped Sparrow,Oriturus superciliosus
1998,VESP,POOGRA,Vesper Sparrow,Pooecetes gramineus
1999,LCSP,AMMLEC,LeConte's Sparrow,Ammospiza leconteii
2000,SESP,AMMMAR,Seaside Sparrow,Ammospiza maritima
2001,DSSP,AMMMNI,Dusky Seaside-Sparrow,Ammospiza maritima nigrescens
2002,CSSS,AMMMMI,Cape Sable Seaside-Sparrow,Ammospiza maritima mirabilis
2003,NESP,AMMNEL,Nelson's Sparrow,Ammospiza nelsoni
2004,SALS,AMMCAU,Saltmarsh Sparrow,Ammospiza caudacuta
2005,STSP,AMMNEC,Sharp-tailed Sparrow,Ammospiza nelsoni/caudacuta
2006,BAIS,CENBAI,Baird's Sparrow,Centronyx bairdii
2007,HESP,CENHEN,Henslow's Sparrow,Centronyx henslowii
2008,SAVS,PASSAN,Savannah Sparrow,Passerculus sandwichensis
2009,IPSP,PASSPR,Ipswich Sparrow,Passerculus sandwichensis princeps
2010,BSSP,PASSBE,Belding's Savannah Sparrow,Passerculus sandwichensis beldingi
2011,LBSP,PASSRO,Large-billed Sparrow,Passerculus sandwichensis rostratus
2012,SMSP,XENBAI,Sierra Madre Sparrow,Xenospiza baileyi
2013,SOSP,MELMEL,Song Sparrow,Melospiza melodia
2014,LISP,MELLIN,Lincoln's Sparrow,Melospiza lincolnii
2015,SWSP,MELGEO,Swamp Sparrow,Melospiza georgiana
2016,LFFI,PEZCAP,Large-footed Finch,Pezopetes capitalis
2017,ZASP,TORINE,Zapata Sparrow,Torreornis inexpectata
2018,RCGS,MELKIE,Rusty-crowned Ground-Sparrow,Melozone kieneri
2019,CANT,MEZFUS,Canyon Towhee,Melozone fusca
2020,WTTO,MELALB,White-throated Towhee,Melozone albicollis
2021,ABTO,MELABE,Abert's Towhee,Melozone aberti
2022,CALT,MELCRI,California Towhee,Melozone crissalis
2023,ICTO,MELCRE,Inyo California Towhee,Melozone crissalis eremophilus
2024,WEGS,MELLEU,White-eared Ground-Sparrow,Melozone leucotis
2025,WFGS,MELBIA,White-faced Ground-Sparrow,Melozone biarcuata
2026,CAGS,MELCAB,Cabanis's Ground-Sparrow,Melozone cabanisi
2027,RUSP,AIMRUS,Rusty Sparrow,Aimophila rufescens
2028,RCSP,AIMRUP,Rufous-crowned Sparrow,Aimophila ruficeps
2029,OASP,AIMNOT,Oaxaca Sparrow,Aimophila notosticta
2030,GTTO,PIPCHL,Green-tailed Towhee,Pipilo chlorurus
2031,SPTO,PIPMAC,Spotted Towhee,Pipilo maculatus
2032,URST,PIPMAE,Unidentified Rufous-sided Towhee,Pipilo maculatus/erythrophthalmus
2033,EATO,PIPERY,Eastern Towhee,Pipilo erythrophthalmus
2034,COTO,PIPOCA,Collared Towhee,Pipilo ocai
2035,HYTO,PIPHYB,Hybrid Towhee,Pipilo hybrid
2036,RCBR,ATLPIL,Rufous-capped Brushfinch,Atlapetes pileatus
2037,WNBR,ATLALB,White-naped Brushfinch,Atlapetes albinucha
2038,YTBR,ALTTIB,Yellow-thighed Brushfinch,Atlapetes tibialis
2039,YGBR,ALTLUT,Yellow-green Brushfinch,Atlapetes luteoviridis
2040,UNSP,PASGSP,Unidentified Sparrow,"Passerellidae (gen, sp)"
2041,WECT,CALTER,Western Chat-Tanager,Calyptophilus tertius
2042,EACT,CALFRU,Eastern Chat-Tanager,Calyptophilus frugivorus
2043,WRET,ZELCOR,Wrenthrush,Zeledonia coronata
2044,BPLT,PHAPAL,Black-crowned Palm-Tanager,Phaenicophilus palmarum
2045,GCPT,PHAPOL,Gray-crowned Palm-Tanager,Phaenicophilus poliocephalus
2046,WWWA,XENMON,White-winged Warbler,Xenoligea montana
2047,GTWA,MICPAL,Green-tailed Warbler,Microligea palustris
2048,PRTA,NESSPE,Puerto Rican Tanager,Nesospingus speculiferus
2049,WESP,SPIZEN,Western Spindalis,Spindalis zena
2050,JAMS,SPINIG,Jamaican Spindalis,Spindalis nigricephala
2051,HISP,SPDDOM,Hispaniolan Spindalis,Spindalis dominicensis
2052,PRSP,SPIPOR,Puerto Rican Spindalis,Spindalis portoricensis
2053,YHWA,TERFER,Yellow-headed Warbler,Teretistris fernandinae
2054,ORWA,TERFOR,Oriente Warbler,Teretistris fornsi
2055,YBCH,ICTVIR,Yellow-breasted Chat,Icteria virens
2056,YHBL,XANXAN,Yellow-headed Blackbird,Xanthocephalus xanthocephalus
2057,BOBO,DOLORY,Bobolink,Dolichonyx oryzivorus
2058,CHME,STULIL,Chihuahuan Meadowlark,Sturnella lilianae
2059,EAME,STUMAG,Eastern Meadowlark,Sturnella magna
2060,EWME,STUMAN,Eastern/Western Meadowlark,Sturnella magna/neglecta
2061,WEME,STUNEG,Western Meadowlark,Sturnella neglecta
2062,RBRM,LEIMIL,Red-breasted Meadowlark,Leistes militaris
2063,YBIC,AMBHOL,Yellow-billed Cacique,Amblycercus holosericeus
2064,YWCA,CASMEL,Yellow-winged Cacique,Cassiculus melanicterus
2065,CROR,PSADEC,Crested Oropendola,Psarocolius decumanus
2066,CHOR,PSAWAG,Chestnut-headed Oropendola,Psarocolius wagleri
2067,MORO,PSAMON,Montezuma Oropendola,Psarocolius montezuma
2068,BLOR,PSAGUA,Black Oropendola,Psarocolius guatimozinus
2069,SRCA,CACURO,Scarlet-rumped Cacique,Cacicus uropygialis
2070,YRCA,CACCEL,Yellow-rumped Cacique,Cacicus cela
2071,BAHO,ICTNOR,Bahama Oriole,Icterus northropi
2072,CUOR,ICTMEL,Cuban Oriole,Icterus melanopsis
2073,HIOR,ICTDOM,Hispaniolan Oriole,Icterus dominicensis
2074,PROR,ICTPOR,Puerto Rican Oriole,Icterus portoricensis
2075,SLOR,ICTLAU,St. Lucia Oriole,Icterus laudabilis
2076,MORI,ICTOBE,Montserrat Oriole,Icterus oberi
2077,MAOR,ICTBON,Martinique Oriole,Icterus bonana
2078,BVOR,ICTWAG,Black-vented Oriole,Icterus wagleri
2079,BWOR,ICTMAC,Bar-winged Oriole,Icterus maculialatus
2080,BCOR,ICTPRO,Black-cowled Oriole,Icterus prosthemelas
2081,OROR,ICTSPU,Orchard Oriole,Icterus spurius
2082,HOOR,ICTCUC,Hooded Oriole,Icterus cucullatus
2083,YBOR,ICTCHR,Yellow-backed Oriole,Icterus chrysater
2084,OCOR,ICTAUC,Orange-crowned Oriole,Icterus auricapillus
2085,YTOR,ICTMES,Yellow-tailed Oriole,Icterus mesomelas
2086,VETR,ICTICT,Venezuelan Troupial,Icterus icterus
2087,SBAO,ICTPUS,Streak-backed Oriole,Icterus pustulatus
2088,BUOR,ICTBUL,Bullock's Oriole,Icterus bullockii
2089,BBOH,ICTBUG,Bullock's x Baltimore Oriole Hybrid,Icterus bullockii x galbula
2090,ORAO,ICTAUT,Orange Oriole,Icterus auratus
2091,JAOR,ICTLEU,Jamaican Oriole,Icterus leucopteryx
2092,SBOR,ICTPEC,Spot-breasted Oriole,Icterus pectoralis
2093,ALOR,ICTGUL,Altamira Oriole,Icterus gularis
2094,AUOR,ICTGRA,Audubon's Oriole,Icterus graduacauda
2095,BAOR,ICTGAL,Baltimore Oriole,Icterus galbula
2096,BBOR,ICTABE,Black-backed Oriole,Icterus abeillei
2097,SCOR,ICTPAR,Scott's Oriole,Icterus parisorum
2098,JABL,NESNIG,Jamaican Blackbird,Nesopsar nigerrimus
2099,RWBL,AGEPHO,Red-winged Blackbird,Agelaius phoeniceus
2100,RSBL,AGEASS,Red-shouldered Blackbird,Agelaius assimilis
2101,TRBL,AGETRI,Tricolored Blackbird,Agelaius tricolor
2102,TSBL,AGEHUM,Tawny-shouldered Blackbird,Agelaius humeralis
2103,YSBL,AGEXAN,Yellow-shouldered Blackbird,Agelaius xanthomus
2104,SHCO,MOLBON,Shiny Cowbird,Molothrus bonariensis
2105,BROC,MOLAEN,Bronzed Cowbird,Molothrus aeneus
2106,BHCO,MOLATE,Brown-headed Cowbird,Molothrus ater
2107,GICO,MOLORY,Giant Cowbird,Molothrus oryzivorus
2108,MEBL,DIVDIV,Melodious Blackbird,Dives dives
2109,CUBL,PTIATR,Cuban Blackbird,Ptiloxena atroviolacea
2110,RUBL,EUPCAR,Rusty Blackbird,Euphagus carolinus
2111,BRBL,EUPCYC,Brewer's Blackbird,Euphagus cyanocephalus
2112,COGR,QUIQUI,Common Grackle,Quiscalus quiscula
2113,BTGR,QUIMAJ,Boat-tailed Grackle,Quiscalus major
2114,GTGR,QUIMEX,Great-tailed Grackle,Quiscalus mexicanus
2115,SBGR,QUIPAL,Slender-billed Grackle,Quiscalus palustris
2116,NIGR,QUINIC,Nicaraguan Grackle,Quiscalus nicaraguensis
2117,GAGR,QUINIG,Greater Antillean Grackle,Quiscalus niger
2118,CAGR,QUILUG,Carib Grackle,Quiscalus lugubris
2119,YHOB,CHRICT,Yellow-hooded Blackbird,Chrysomus icterocephalus
2120,UNBL,ICTGSP,Unidentified Blackbird,"Icteridae (gen, sp)"
2121,OVEN,SEIAUR,Ovenbird,Seiurus aurocapilla
2122,WEWA,HELVER,Worm-eating Warbler,Helmitheros vermivorum
2123,LOWA,PARMOT,Louisiana Waterthrush,Parkesia motacilla
2124,NOWA,PARNOV,Northern Waterthrush,Parkesia noveboracensis
2125,BAWA,VERBAC,Bachman's Warbler,Vermivora bachmanii
2126,GWWA,VERCHR,Golden-winged Warbler,Vermivora chrysoptera
2127,BWWA,VERCYA,Blue-winged Warbler,Vermivora cyanoptera
2128,BRWA,VERCCY,Brewster's Warbler,Vermivora chrysoptera x cyanoptera
2129,LAWA,VERCCH,Lawrence's Warbler,Vermivora cyanoptera x chrysoptera
2130,GBWH,VERHYB,Blue-wg. x Golden-wg. Warbler Hybrid,Vermivora hybrid
2131,BAWW,MNIVAR,Black-and-white Warbler,Mniotilta varia
2132,PROW,PROCIT,Prothonotary Warbler,Protonotaria citrea
2133,SWWA,LIMSWA,Swainson's Warbler,Limnothlypis swainsonii
2134,CCWA,ORESUP,Crescent-chested Warbler,Oreothlypis superciliosa
2135,FTHW,OREGUT,Flame-throated Warbler,Oreothlypis gutturalis
2136,TEWA,LEIPER,Tennessee Warbler,Leiothlypis peregrina
2137,OCWA,LEICEL,Orange-crowned Warbler,Leiothlypis celata
2138,COLW,LEICRI,Colima Warbler,Leiothlypis crissalis
2139,LUWA,LEILUC,Lucy's Warbler,Leiothlypis luciae
2140,NAWA,LEIRUF,Nashville Warbler,Leiothlypis ruficapilla
2141,VIWA,LEIVIR,Virginia's Warbler,Leiothlypis virginiae
2142,SEMW,LEUSER,Semper's Warbler,Leucopeza semperi
2143,CONW,OPOAGI,Connecticut Warbler,Oporornis agilis
2144,GCYE,GEOPOL,Gray-crowned Yellowthroat,Geothlypis poliocephala
2145,MGWA,GEOTOL,MacGillivray's Warbler,Geothlypis tolmiei
2146,MOWA,GEOPHI,Mourning Warbler,Geothlypis philadelphia
2147,KEWA,GEOFOR,Kentucky Warbler,Geothlypis formosa
2148,OCYE,GEOSEM,Olive-crowned Yellowthroat,Geothlypis semiflava
2149,BPYE,GEOSPE,Black-polled Yellowthroat,Geothlypis speciosa
2150,BEYE,GEOBEL,Belding's Yellowthroat,Geothlypis beldingi
2151,BAYE,GEOROS,Bahama Yellowthroat,Geothlypis rostrata
2152,ALYE,GEOFLA,Altamira Yellowthroat,Geothlypis flavovelata
2153,COYE,GEOTRI,Common Yellowthroat,Geothlypis trichas
2154,HOYE,GEONEL,Hooded Yellowthroat,Geothlypis nelsoni
2155,WHIW,CATBIS,Whistling Warbler,Catharopeza bishopi
2156,PLUW,SETPLU,Plumbeous Warbler,Setophaga plumbea
2157,EWWA,SETANG,Elfin-woods Warbler,Setophaga angelae
2158,ARRW,SETPHA,Arrowhead Warbler,Setophaga pharetra
2159,HOWA,SETCIT,Hooded Warbler,Setophaga citrina
2160,AMRE,SETRUT,American Redstart,Setophaga ruticilla
2161,KIWA,SETKIR,Kirtland's Warbler,Setophaga kirtlandii
2162,CMWA,SETTIG,Cape May Warbler,Setophaga tigrina
2163,CERW,SETCER,Cerulean Warbler,Setophaga cerulea
2164,NOPA,SETAME,Northern Parula,Setophaga americana
2165,SUWA,SETAMD,Sutton's Warbler,Setophaga americana x dominica
2166,TRPA,SETPIM,Tropical Parula,Setophaga pitiayumi
2167,MAWA,SETMAG,Magnolia Warbler,Setophaga magnolia
2168,BBWA,SETCAS,Bay-breasted Warbler,Setophaga castanea
2169,BLBW,SETFUS,Blackburnian Warbler,Setophaga fusca
2170,YEWA,SETPET,Yellow Warbler,Setophaga petechia
2171,MANW,SETPER,Mangrove Warbler,Setophaga petechia erithachorides
2172,CSWA,SETPEN,Chestnut-sided Warbler,Setophaga pensylvanica
2173,BLPW,SETSTR,Blackpoll Warbler,Setophaga striata
2174,BTBW,SETCAE,Black-throated Blue Warbler,Setophaga caerulescens
2175,PAWA,SETPAL,Palm Warbler,Setophaga palmarum
2176,WPWA,SETPPA,Western Palm Warbler,Setophaga palmarum palmarum
2177,YPWA,SETPHY,Yellow Palm Warbler,Setophaga palmarum hypochrysea
2178,OCAW,SETPIP,Olive-capped Warbler,Setophaga pityophila
2179,PIWA,SETPIN,Pine Warbler,Setophaga pinus
2180,YRWA,SETCOR,Yellow-rumped Warbler,Setophaga coronata
2181,MYWA,SETCCO,Myrtle Warbler,Setophaga coronata coronata
2182,AUWA,SETCAU,Audubon's Warbler,Setophaga coronata auduboni
2183,YTWA,SETDOM,Yellow-throated Warbler,Setophaga dominica
2184,BAHW,SETFLA,Bahama Warbler,Setophaga flavescens
2185,VITW,SETVIT,Vitelline Warbler,Setophaga vitellina
2186,PRAW,SETDIS,Prairie Warbler,Setophaga discolor
2187,ADWA,SETADE,Adelaide's Warbler,Setophaga adelaidae
2188,BARW,SETSUB,Barbuda Warbler,Setophaga subita
2189,SLWA,SETDEL,St. Lucia Warbler,Setophaga delicata
2190,GRWA,SETGRA,Grace's Warbler,Setophaga graciae
2191,BTYW,SETNIG,Black-throated Gray Warbler,Setophaga nigrescens
2192,TOWA,SETTOW,Townsend's Warbler,Setophaga townsendi
2193,THWH,SETTOO,Townsend's x Hermit Warbler Hybrid,Setophaga townsendi x occidentalis
2194,HEWA,SETOCC,Hermit Warbler,Setophaga occidentalis
2195,GCWA,SETCHR,Golden-cheeked Warbler,Setophaga chrysoparia
2196,BTNW,SETVIR,Black-throated Green Warbler,Setophaga virens
2197,BURW,MYIFUL,Buff-rumped Warbler,Myiothlypis fulvicauda
2198,FTWA,BASLAC,Fan-tailed Warbler,Basileuterus lachrymosus
2199,RCWA,BASRUF,Rufous-capped Warbler,Basileuterus rufifrons
2200,CCAW,BASDEL,Chestnut-capped Warbler,Basileuterus delattrii
2201,BCWA,BASMEG,Black-cheeked Warbler,Basileuterus melanogenys
2202,PIRW,BASIGN,Pirre Warbler,Basileuterus ignotus
2203,GBWA,BASBEL,Golden-browed Warbler,Basileuterus belli
2204,GCRW,BASCUL,Golden-crowned Warbler,Basileuterus culicivorus
2205,CRWA,BASMET,Costa Rican Warbler,Basileuterus melanotis
2206,TAWA,BASTAC,Tacarcuna Warbler,Basileuterus tacarcunae
2207,CAWA,CADCAN,Canada Warbler,Cardellina canadensis
2208,WIWA,CARPUS,Wilson's Warbler,Cardellina pusilla
2209,RFWA,CARRUF,Red-faced Warbler,Cardellina rubrifrons
2210,REWA,CARRUA,Red Warbler,Cardellina rubra
2211,PHWA,CARVER,Pink-headed Warbler,Cardellina versicolor
2212,PARE,MYIPIC,Painted Redstart,Myioborus pictus
2213,STRE,MYIMIN,Slate-throated Redstart,Myioborus miniatus
2214,COLR,MYITOR,Collared Redstart,Myioborus torquatus
2215,HYWA,PARHYB,Hybrid Warbler,Parulidae hybrid
2216,UNWA,PARGSP,Unidentified Warbler,"Parulidae (gen, sp)"
2217,RTTA,PIRROS,Rose-throated Tanager,Piranga roseogularis
2218,HETA,PIRFLA,Hepatic Tanager,Piranga flava
2219,SUTA,PIRRUB,Summer Tanager,Piranga rubra
2220,SCTA,PIROLI,Scarlet Tanager,Piranga olivacea
2221,WETA,PIRLUD,Western Tanager,Piranga ludoviciana
2222,FCTA,PIRBID,Flame-colored Tanager,Piranga bidentata
2223,WWTA,PIRLEU,White-winged Tanager,Piranga leucoptera
2224,RHTA,PIRERY,Red-headed Tanager,Piranga erythrocephala
2225,UPTA,PIRSPE,Unidentified Piranga Tanager,Piranga (sp)
2226,RTAT,DRIFUS,Red-throated Ant-Tanager,Driophlox fuscicauda
2227,BCAT,DRIATR,Black-cheeked Ant-Tanager,Driophlox atrimaxillaris
2228,RCAT,HABRUB,Red-crowned Ant-Tanager,Habia rubica
2229,CATA,CHLCAR,Carmiol's Tanager,Chlorothraupis carmioli
2230,LSTA,CHLOLI,Lemon-spectacled Tanager,Chlorothraupis olivacea
2231,CCGR,PERCEL,Crimson-collared Grosbeak,Periporphyrus celaeno
2232,BFAG,CARPOL,Black-faced Grosbeak,Caryothraustes poliogaster
2233,YGGR,CATCAN,Yellow-green Grosbeak,Caryothraustes canadensis
2234,NOCA,CARCAI,Northern Cardinal,Cardinalis cardinalis
2235,PYRR,CARSIN,Pyrrhuloxia,Cardinalis sinuatus
2236,YEGR,PHECHR,Yellow Grosbeak,Pheucticus chrysopeplus
2237,BTGG,PHETIB,Black-thighed Grosbeak,Pheucticus tibialis
2238,RBGR,PHELUD,Rose-breasted Grosbeak,Pheucticus ludovicianus
2239,BHGR,PHEMEL,Black-headed Grosbeak,Pheucticus melanocephalus
2240,RBRC,GRAVEN,Red-breasted Chat,Granatellus venustus
2241,GTCH,GRASAL,Gray-throated Chat,Granatellus sallaei
2242,BLSE,AMSCON,Blue Seedeater,Amaurospiza concolor
2243,BGRO,CYACYD,Blue-black Grosbeak,Cyanoloxia cyanoides
2244,BLBU,CYAPAR,Blue Bunting,Cyanocompsa parellina
2245,BLGR,PASCAE,Blue Grosbeak,Passerina caerulea
2246,LAZB,PASAMO,Lazuli Bunting,Passerina amoena
2247,ILBH,PASCYM,Indigo X Lazuli Bunting Hybrid,Passerina cyanea x amoena
2248,INBU,PASCYA,Indigo Bunting,Passerina cyanea
2249,RBBU,PASROS,Rose-bellied Bunting,Passerina rositae
2250,OBBU,PASLEC,Orange-breasted Bunting,Passerina leclancherii
2251,VABU,PASVER,Varied Bunting,Passerina versicolor
2252,PABU,PASCIR,Painted Bunting,Passerina ciris
2253,DICK,SPIAME,Dickcissel,Spiza americana
2254,DFTA,MITCAS,Dusky-faced Tanager,Mitrospingus cassinii
2255,BAGT,BANARC,Blue-and-gold Tanager,Bangsia arcaei
2256,RCCA,PARCOR,Red-crested Cardinal,Paroaria coronata
2257,YBCA,PARCAP,Yellow-billed Cardinal,Paroaria capitata
2258,SPTA,IXOGUT,Speckled Tanager,Ixothraupis guttata
2259,GAGT,POEPAL,Gray-and-gold Tanager,Poecilostreptus palmeri
2260,ARTA,POECAB,Azure-rumped Tanager,Poecilostreptus cabanisi
2261,BGTA,THREPI,Blue-gray Tanager,Thraupis episcopus
2262,YWTA,THRABB,Yellow-winged Tanager,Thraupis abbas
2263,PATA,THRPAL,Palm Tanager,Thraupis palmarum
2264,GHOT,STILAR,Golden-hooded Tanager,Stilpnia larvata
2265,LATA,STICUC,Lesser Antillean Tanager,Stilpnia cucullata
2266,GNTA,TANFUC,Green-naped Tanager,Tangara fucosa
2267,SCHT,TANDOW,Spangle-cheeked Tanager,Tangara dowii
2268,PCTA,TANINO,Plain-colored Tanager,Tangara inornata
2269,RWTA,TANLAV,Rufous-winged Tanager,Tangara lavinia
2270,BHTA,TANGYR,Bay-headed Tanager,Tangara gyrola
2271,EMTA,TANFLO,Emerald Tanager,Tangara florida
2272,STTA,TANICT,Silver-throated Tanager,Tangara icterocephala
2273,WECO,CONLEU,White-eared Conebill,Conirostrum leucogenys
2274,SAFI,SICFLA,Saffron Finch,Sicalis flaveola
2275,GRYF,SICLUT,Grassland Yellow-Finch,Sicalis luteola
2276,SLFI,HAPRUS,Slaty Finch,Haplospiza rustica
2277,PBFI,ACABAI,Peg-billed Finch,Acanthidops bairdi
2278,CBFL,DIGBAR,Cinnamon-bellied Flowerpiercer,Diglossa baritula
2279,SLFL,DIGPLU,Slaty Flowerpiercer,Diglossa plumbea
2280,GRHO,CHLSPI,Green Honeycreeper,Chlorophanes spiza
2281,BAYT,CHRCHR,Black-and-yellow Tanager,Chrysothlypis chrysomelas
2282,SURT,HETRUB,Sulphur-rumped Tanager,Heterospingus rubrifrons
2283,SBTA,HETXAN,Scarlet-browed Tanager,Heterospingus xanthopygius
2284,YBTA,HEMFLA,Yellow-backed Tanager,Hemithraupis flavicollis
2285,BGRA,VOLJAC,Blue-black Grassquit,Volatinia jacarina
2286,GHET,EUCPEN,Gray-headed Tanager,Eucometis penicillata
2287,WSTA,LORLUC,White-shouldered Tanager,Loriotus luctuosus
2288,TCTA,TACDEL,Tawny-crested Tanager,Tachyphonus delatrii
2289,WLTA,TACRUF,White-lined Tanager,Tachyphonus rufus
2290,BTST,LANAUR,Black-throated Shrike-Tanager,Lanio aurantius
2291,WTST,LANLEU,White-throated Shrike-Tanager,Lanio leucothorax
2292,CCTA,RAMSAG,Crimson-collared Tanager,Ramphocelus sanguinolentus
2293,FRTA,RAMFLG,Flame-rumped Tanager,Ramphocelus flammigerus
2294,SCRT,RAMPAS,Scarlet-rumped Tanager,Ramphocelus passerinii
2295,CBTA,RAMDIM,Crimson-backed Tanager,Ramphocelus dimidiatus
2296,SWTA,TERVIR,Swallow Tanager,Tersina viridis
2297,SHHO,CYALUC,Shining Honeycreeper,Cyanerpes lucidus
2298,PUHO,CYACAE,Purple Honeycreeper,Cyanerpes caeruleus
2299,RLHO,CYACYU,Red-legged Honeycreeper,Cyanerpes cyaneus
2300,STDA,DACVEN,Scarlet-thighed Dacnis,Dacnis venusta
2301,BLDA,DACCAY,Blue Dacnis,Dacnis cayana
2302,VIDA,DACVIG,Viridian Dacnis,Dacnis viguieri
2303,BANA,COEFLA,Bananaquit,Coereba flaveola
2304,YFGR,TIAOLI,Yellow-faced Grassquit,Tiaris olivaceus
2305,ORAN,EUNCAM,Orangequit,Euneornis campestris
2306,PRBU,MEPPOR,Puerto Rican Bullfinch,Melopyrrha portoricensis
2307,SKBU,MELGRA,St. Kitts Bullfinch,Melopyrrha grandis
2308,CUBU,MEPNIG,Cuban Bullfinch,Melopyrrha nigra
2309,GCBU,MELTAY,Grand Cayman Bullfinch,Melopyrrha taylori
2310,GABU,MELVIO,Greater Antillean Bullfinch,Melopyrrha violacea
2311,YSGR,LOXANO,Yellow-shouldered Grassquit,Loxipasser anoxanthus
2312,CUGR,PHOCAN,Cuban Grassquit,Phonipara canora
2313,LANB,LOXNOC,Lesser Antillean Bullfinch,Loxigilla noctis
2314,BABU,LOXBAD,Barbados Bullfinch,Loxigilla barbadensis
2315,BFGR,MELBIC,Black-faced Grassquit,Melanospiza bicolor
2316,SLBF,MELRIC,St. Lucia Black Finch,Melanospiza richardsoni
2317,COFI,PININO,Cocos Finch,Pinaroloxias inornata
2318,LESE,SPOBOU,Lesson's Seedeater,Sporophila bouvronides
2319,LISE,SPOLIN,Lined Seedeater,Sporophila lineola
2320,TBSF,SPOFUN,Thick-billed Seed-Finch,Sporophila funerea
2321,LBSF,SPOCRA,Large-billed Seed-Finch,Sporophila crassirostris
2322,NISF,SPONUT,Nicaraguan Seed-Finch,Sporophila nuttingi
2323,VASE,SPOCOR,Variable Seedeater,Sporophila corvina
2324,SCSE,SPOSCH,Slate-colored Seedeater,Sporophila schistacea
2325,CRSE,SPOTOR,Cinnamon-rumped Seedeater,Sporophila torqueola
2326,MOSE,SPOMOR,Morelet's Seedeater,Sporophila morelleti
2327,YBSE,SPONIG,Yellow-bellied Seedeater,Sporophila nigricollis
2328,RBSE,SPOMIN,Ruddy-breasted Seedeater,Sporophila minuta
2329,WTGF,EMBHER,Wedge-tailed Grass-Finch,Emberizoides herbicola
2330,BHSA,SALATR,Black-headed Saltator,Saltator atriceps
2331,BTSA,SALMAX,Buff-throated Saltator,Saltator maximus
2332,SCOG,SALGRO,Slate-colored Grosbeak,Saltator grossus
2333,LASA,SALALB,Lesser Antillean Saltator,Saltator albicollis
2334,CIBS,SALGRA,Cinnamon-bellied Saltator,Saltator grandis
2335,SSAL,SALSTR,Streaked Saltator,Saltator striatipectus
2336,UNBI,AVEGSP,Unidentified Bird,"Aves (gen, sp)"
2337,SPRA,PARMAS,Spotted Rail,Pardirallus maculatus
2338,ZARA,MUSCER,Zapata Rail,Mustelirallus cerverai
2339,COLC,MUSCOL,Colombian Crake,Mustelirallus colombianus
2340,PBCR,MUSERY,Paint-billed Crake,Mustelirallus erythrops
